danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,added_at,albumid,artists,genre,imagehref,trackName
0.378,0.614,1,-8.941,0,0.0387,0.706,0.00766,0.129,0.481,175.926,audio_features,1s2oewEkFG9eF9Mq7MyvCV,spotify:track:1s2oewEkFG9eF9Mq7MyvCV,https://api.spotify.com/v1/tracks/1s2oewEkFG9eF9Mq7MyvCV,https://api.spotify.com/v1/audio-analysis/1s2oewEkFG9eF9Mq7MyvCV,253360,4,2018-07-10T03:04:05Z,7GjVWG39IOj4viyWplJV4H,MGMT,alternative dance,https://i.scdn.co/image/ab67616d0000b273b47d309281c66820b7137f5d,Hand It Over
0.618,0.363,4,-12.986,1,0.0319,0.0326,0.358,0.104,0.113,117.975,audio_features,1dbIpnN3Add70817PO4ZYc,spotify:track:1dbIpnN3Add70817PO4ZYc,https://api.spotify.com/v1/tracks/1dbIpnN3Add70817PO4ZYc,https://api.spotify.com/v1/audio-analysis/1dbIpnN3Add70817PO4ZYc,195270,4,2018-07-01T14:21:49Z,31oHbHKkxSQ0fBsIMYHQnY,Bonjr,undefined,https://i.scdn.co/image/ab67616d0000b2734bfae97d179529a0e4288155,someday we'll be together again
0.443,0.369,9,-9.514,1,0.0441,0.969,0.277,0.638,0.0989,174.107,audio_features,6mORGLOz79w6VsCRLWYYuK,spotify:track:6mORGLOz79w6VsCRLWYYuK,https://api.spotify.com/v1/tracks/6mORGLOz79w6VsCRLWYYuK,https://api.spotify.com/v1/audio-analysis/6mORGLOz79w6VsCRLWYYuK,208212,3,2018-06-27T07:07:53Z,1SUC3BzNqa5Kna2bZAsAK8,Lord Huron,indie folk,https://i.scdn.co/image/ab67616d0000b273ee6611c95f868e465c98a0b2,The Night We Met
0.645,0.436,9,-9.862,0,0.0858,0.663,0,0.117,0.145,120.044,audio_features,4lbb4z6CGGKEFFgMcB59LP,spotify:track:4lbb4z6CGGKEFFgMcB59LP,https://api.spotify.com/v1/tracks/4lbb4z6CGGKEFFgMcB59LP,https://api.spotify.com/v1/audio-analysis/4lbb4z6CGGKEFFgMcB59LP,181905,4,2018-06-24T16:27:19Z,6aO9gSFLEQ3lJZQl7XnWPD,Morgan Saint,electropop,https://i.scdn.co/image/ab67616d0000b2737a91f1193fe35440bf836963,Thru Your Phone
0.572,0.368,4,-20.157,1,0.0371,0.66,0.804,0.0975,0.102,106.012,audio_features,6bzEcTXBs123CgRWKGnr6P,spotify:track:6bzEcTXBs123CgRWKGnr6P,https://api.spotify.com/v1/tracks/6bzEcTXBs123CgRWKGnr6P,https://api.spotify.com/v1/audio-analysis/6bzEcTXBs123CgRWKGnr6P,224358,4,2018-06-22T04:51:47Z,6UigqBDEKepTKuyPDfMgSk,Glded,undefined,https://i.scdn.co/image/ab67616d0000b2738a7fcf68fb5dc920e5151b7c,Could Be
0.845,0.596,4,-4.932,0,0.0438,0.645,0.00492,0.115,0.387,95.011,audio_features,0xEHjdXNzYtLyO5VnZw77b,spotify:track:0xEHjdXNzYtLyO5VnZw77b,https://api.spotify.com/v1/tracks/0xEHjdXNzYtLyO5VnZw77b,https://api.spotify.com/v1/audio-analysis/0xEHjdXNzYtLyO5VnZw77b,237901,4,2018-06-22T04:23:15Z,2hqYc8MXqiv3Y0Lu6iIyDB,Bearson,norwegian pop,https://i.scdn.co/image/ab67616d0000b273bc9a0be85ec8c813022f1e71,Go To Sleep
0.535,0.302,4,-12.322,1,0.0263,0.165,0.342,0.0762,0.0791,88.004,audio_features,6Z56OHmeGmYeSkxhArKBIc,spotify:track:6Z56OHmeGmYeSkxhArKBIc,https://api.spotify.com/v1/tracks/6Z56OHmeGmYeSkxhArKBIc,https://api.spotify.com/v1/audio-analysis/6Z56OHmeGmYeSkxhArKBIc,295880,4,2018-06-21T20:43:49Z,0FYhVNeOcfTLgtHISgpsb5,Trespassers William,undefined,https://i.scdn.co/image/ab67616d0000b2732f26cbac37363a5173d91a94,Vapour Trail
0.61,0.252,9,-11.096,0,0.0602,0.845,0,0.0821,0.534,132.629,audio_features,3MF9H4PXrvJTr94npGliSt,spotify:track:3MF9H4PXrvJTr94npGliSt,https://api.spotify.com/v1/tracks/3MF9H4PXrvJTr94npGliSt,https://api.spotify.com/v1/audio-analysis/3MF9H4PXrvJTr94npGliSt,149000,4,2018-06-21T06:43:49Z,2lyEEOOLUeGNIR1i29aghM,Vancouver Sleep Clinic,chamber pop,https://i.scdn.co/image/ab67616d0000b2735ae0cb25e7edc622dc574fc4,Closure - Acoustic
0.304,0.448,5,-10.667,0,0.0467,0.668,0.567,0.124,0.0465,98.005,audio_features,7GX2EccIg5VD7InHLwLfcQ,spotify:track:7GX2EccIg5VD7InHLwLfcQ,https://api.spotify.com/v1/tracks/7GX2EccIg5VD7InHLwLfcQ,https://api.spotify.com/v1/audio-analysis/7GX2EccIg5VD7InHLwLfcQ,215510,4,2018-06-21T05:37:02Z,42UlBa3R0roJ2pXtXtrh3m,Bonjr,undefined,https://i.scdn.co/image/ab67616d0000b27343b7316ae59e20b1df9e2977,It's Ok, You're Ok
0.738,0.632,7,-8.107,0,0.0862,0.242,0,0.072,0.697,118.003,audio_features,0zehDaqqfHz4zLWro5qUTh,spotify:track:0zehDaqqfHz4zLWro5qUTh,https://api.spotify.com/v1/tracks/0zehDaqqfHz4zLWro5qUTh,https://api.spotify.com/v1/audio-analysis/0zehDaqqfHz4zLWro5qUTh,223792,4,2018-06-14T06:51:42Z,6kGgMKeeXPW7ck1DCrk6Xb,LOYAL,brighton indie,https://i.scdn.co/image/ab67616d0000b273e74e2a289d635e49314d6c7a,Light up for You
0.345,0.232,1,-14.495,1,0.0319,0.947,0.717,0.0833,0.0343,130.37,audio_features,30XLTu9hjW1rfwhksg9RWv,spotify:track:30XLTu9hjW1rfwhksg9RWv,https://api.spotify.com/v1/tracks/30XLTu9hjW1rfwhksg9RWv,https://api.spotify.com/v1/audio-analysis/30XLTu9hjW1rfwhksg9RWv,293350,4,2018-06-13T07:16:43Z,2KJWSe1131KY55SQ6ipVhO,Hanging Valleys,pop folk,https://i.scdn.co/image/ab67616d0000b273bdaefa29b3edf67012aa343e,Fortaleza
0.703,0.406,5,-9.235,0,0.0287,0.848,0.00829,0.0876,0.667,148.033,audio_features,615LuEkMifMamuL43BUv7D,spotify:track:615LuEkMifMamuL43BUv7D,https://api.spotify.com/v1/tracks/615LuEkMifMamuL43BUv7D,https://api.spotify.com/v1/audio-analysis/615LuEkMifMamuL43BUv7D,218463,4,2018-06-13T06:21:47Z,4klkErn2w15nlUyaHyS9VN,Edwin Raphael,indie anthem-folk,https://i.scdn.co/image/ab67616d0000b273909d483f9169044396834cad,Thrills Sought After
0.537,0.293,3,-13.4,1,0.03,0.863,0.00926,0.0701,0.037,109.947,audio_features,7pYz067orVeEKarWOP09sY,spotify:track:7pYz067orVeEKarWOP09sY,https://api.spotify.com/v1/tracks/7pYz067orVeEKarWOP09sY,https://api.spotify.com/v1/audio-analysis/7pYz067orVeEKarWOP09sY,266182,4,2018-06-13T06:14:50Z,6iOcGIOJ5AZWvF3PCzcAvg,lyss,undefined,https://i.scdn.co/image/ab67616d0000b273c347d9bfd3daf09ad100e404,indie film lovers
0.774,0.292,9,-10.691,0,0.119,0.858,0.0025,0.101,0.387,100.043,audio_features,0F8RDHAjF8hKiyuHCxMYkH,spotify:track:0F8RDHAjF8hKiyuHCxMYkH,https://api.spotify.com/v1/tracks/0F8RDHAjF8hKiyuHCxMYkH,https://api.spotify.com/v1/audio-analysis/0F8RDHAjF8hKiyuHCxMYkH,206400,4,2018-06-13T06:10:02Z,2ZUeLDrRvxd4c29Y92Ff2L,Layna,undefined,https://i.scdn.co/image/ab67616d0000b2736a8adfa1e07d51a8a28cf12b,Agonist
0.469,0.0636,1,-18.809,1,0.0624,0.866,0.00847,0.369,0.437,177.569,audio_features,4syR9ckMyuCYhj8lqHmFDW,spotify:track:4syR9ckMyuCYhj8lqHmFDW,https://api.spotify.com/v1/tracks/4syR9ckMyuCYhj8lqHmFDW,https://api.spotify.com/v1/audio-analysis/4syR9ckMyuCYhj8lqHmFDW,125919,4,2018-06-13T05:58:28Z,1TdjC1mNlK0ACOB9blO4XL,Cameron Gainley,undefined,https://i.scdn.co/image/ab67616d0000b2739aa1329e8a4869f84ce2c5b0,Unavoidable
0.483,0.464,6,-7.163,1,0.0255,0.0704,0.78,0.0819,0.0767,130.462,audio_features,3gbDH8f8xjLv9x3nrcWyKY,spotify:track:3gbDH8f8xjLv9x3nrcWyKY,https://api.spotify.com/v1/tracks/3gbDH8f8xjLv9x3nrcWyKY,https://api.spotify.com/v1/audio-analysis/3gbDH8f8xjLv9x3nrcWyKY,171108,4,2018-06-04T08:09:19Z,5jrsRHRAmetu5e7RRBoxj7,Big Words,australian r&b,https://i.scdn.co/image/ab67616d0000b27362dd36c97a1c7921408fefe9,The Art of Making Love
0.522,0.362,0,-10.338,1,0.0285,0.441,0.0103,0.214,0.0937,141.999,audio_features,7EnwqGXllsMnaj8qsAF9La,spotify:track:7EnwqGXllsMnaj8qsAF9La,https://api.spotify.com/v1/tracks/7EnwqGXllsMnaj8qsAF9La,https://api.spotify.com/v1/audio-analysis/7EnwqGXllsMnaj8qsAF9La,304518,4,2018-06-04T07:56:40Z,27EBrVRA3p52lGDwovKoMD,Kara,undefined,https://i.scdn.co/image/ab67616d0000b273e64889fe243158b4db35a603,Man on the Mountain
0.491,0.45,10,-9.123,0,0.0297,0.256,0.000505,0.0684,0.308,153.964,audio_features,6i7n4C2mSx6WEmfFEhPWYf,spotify:track:6i7n4C2mSx6WEmfFEhPWYf,https://api.spotify.com/v1/tracks/6i7n4C2mSx6WEmfFEhPWYf,https://api.spotify.com/v1/audio-analysis/6i7n4C2mSx6WEmfFEhPWYf,200992,4,2018-05-30T10:57:47Z,3BNwT3mGj6BrItuOCmvYbx,Klangstof,vapor soul,https://i.scdn.co/image/ab67616d0000b2731c70175ca37b44dfa730f838,Everest
0.309,0.537,8,-8.298,0,0.0377,0.38,0.000469,0.171,0.291,138.058,audio_features,2uaVumcCpXgRZcExGkvNoa,spotify:track:2uaVumcCpXgRZcExGkvNoa,https://api.spotify.com/v1/tracks/2uaVumcCpXgRZcExGkvNoa,https://api.spotify.com/v1/audio-analysis/2uaVumcCpXgRZcExGkvNoa,217663,4,2018-05-25T13:04:43Z,1AgNPzgGMB03uHJNzDSmMc,Tyne,indie electropop,https://i.scdn.co/image/ab67616d0000b27319e601eae59836aa206c4d44,Crawl
0.648,0.559,11,-8.424,0,0.128,0.285,0.103,0.116,0.159,113.054,audio_features,577anBvdqX2NHWVLERO6wb,spotify:track:577anBvdqX2NHWVLERO6wb,https://api.spotify.com/v1/tracks/577anBvdqX2NHWVLERO6wb,https://api.spotify.com/v1/audio-analysis/577anBvdqX2NHWVLERO6wb,234240,4,2018-05-25T13:00:19Z,5tGe885HY5lFpVqGZTb8yP,Shallou,electropop,https://i.scdn.co/image/ab67616d0000b273d5d2ba6e7af98b5fa5427275,You and Me
0.464,0.386,0,-11.161,0,0.0739,0.792,0.000156,0.106,0.176,114.027,audio_features,0JQJlMdbWoZFoGo9737TWo,spotify:track:0JQJlMdbWoZFoGo9737TWo,https://api.spotify.com/v1/tracks/0JQJlMdbWoZFoGo9737TWo,https://api.spotify.com/v1/audio-analysis/0JQJlMdbWoZFoGo9737TWo,201866,4,2018-05-24T14:01:00Z,0kWkiEceaQCETXNvA4Nzvj,LUCASV,undefined,https://i.scdn.co/image/ab67616d0000b273b8e8caed56083743668d64c1,Drive Slow
0.529,0.451,0,-9.69,0,0.033,0.21,0.00491,0.142,0.165,90.028,audio_features,0Jdd4x4uUctaccjMC8ophS,spotify:track:0Jdd4x4uUctaccjMC8ophS,https://api.spotify.com/v1/tracks/0Jdd4x4uUctaccjMC8ophS,https://api.spotify.com/v1/audio-analysis/0Jdd4x4uUctaccjMC8ophS,214263,4,2018-05-24T13:54:03Z,29Ge9Ugt2aIHZRdS9K4ILw,Xavier Dunn,australian pop,https://i.scdn.co/image/ab67616d0000b2734a20e2e6b5cad5930c8fbf02,Isic Tutor
0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512,audio_features,2Y0iGXY6m6immVb2ktbseM,spotify:track:2Y0iGXY6m6immVb2ktbseM,https://api.spotify.com/v1/tracks/2Y0iGXY6m6immVb2ktbseM,https://api.spotify.com/v1/audio-analysis/2Y0iGXY6m6immVb2ktbseM,299960,4,2018-05-20T02:14:04Z,7GjVWG39IOj4viyWplJV4H,MGMT,alternative dance,https://i.scdn.co/image/ab67616d0000b273b47d309281c66820b7137f5d,Little Dark Age
0.634,0.556,6,-9.149,0,0.064,0.431,0.000022,0.102,0.136,110.175,audio_features,0A9fNzuRa0WqaCmxY7FOLK,spotify:track:0A9fNzuRa0WqaCmxY7FOLK,https://api.spotify.com/v1/tracks/0A9fNzuRa0WqaCmxY7FOLK,https://api.spotify.com/v1/audio-analysis/0A9fNzuRa0WqaCmxY7FOLK,263935,4,2018-04-09T15:26:20Z,1XuuSIOYNqPcZSlgkl9H06,Patrick Baker,deep tropical house,https://i.scdn.co/image/ab67616d0000b27395d162539f735d08ef8773d8,Only
0.453,0.514,6,-6.01,1,0.0448,0.201,0.0158,0.0735,0.171,117.115,audio_features,03GwrTwkp5dC2DereUpPec,spotify:track:03GwrTwkp5dC2DereUpPec,https://api.spotify.com/v1/tracks/03GwrTwkp5dC2DereUpPec,https://api.spotify.com/v1/audio-analysis/03GwrTwkp5dC2DereUpPec,272600,4,2018-04-03T06:47:55Z,2dZn2qFOO0fFCOQqncBhXv,Mansionair,aussietronica,https://i.scdn.co/image/ab67616d0000b273c0a98a67c2ab0d69c0409f9e,Easier
0.121,0.217,4,-18.448,1,0.0366,0.873,0.937,0.124,0.0362,80.207,audio_features,21cUwlOjOehy98jgn29cTv,spotify:track:21cUwlOjOehy98jgn29cTv,https://api.spotify.com/v1/tracks/21cUwlOjOehy98jgn29cTv,https://api.spotify.com/v1/audio-analysis/21cUwlOjOehy98jgn29cTv,446937,4,2018-09-23T20:09:28Z,0INFpTEPQIavLrDaePgKXW,Lowercase Noises,american post-rock,https://i.scdn.co/image/ab67616d0000b2730c6f3a68c9f12faf0b223368,Silence of Siberia
0.608,0.283,5,-10.307,0,0.0366,0.918,0.3,0.114,0.305,132.055,audio_features,0oZzOg8X63DUXoVUVkwzgz,spotify:track:0oZzOg8X63DUXoVUVkwzgz,https://api.spotify.com/v1/tracks/0oZzOg8X63DUXoVUVkwzgz,https://api.spotify.com/v1/audio-analysis/0oZzOg8X63DUXoVUVkwzgz,227273,4,2018-09-23T00:35:35Z,4yWKBa1eLOJNiZnXtTp7yn,Pageant Boys,kc indie,https://i.scdn.co/image/ab67616d0000b273c2ead640ff2ef3af2fab04de,Ease Me
0.334,0.458,0,-10.685,1,0.0454,0.42,0.136,0.143,0.217,141.922,audio_features,0jsFjONniYrNw6wD9e9bgs,spotify:track:0jsFjONniYrNw6wD9e9bgs,https://api.spotify.com/v1/tracks/0jsFjONniYrNw6wD9e9bgs,https://api.spotify.com/v1/audio-analysis/0jsFjONniYrNw6wD9e9bgs,223227,4,2018-09-21T13:02:45Z,7ED34fRz2b6RNWsQkCJaCv,Rhye,downtempo,https://i.scdn.co/image/ab67616d0000b27339c17bf644030710f95e39ae,Hymn
0.46,0.219,0,-16.359,1,0.0949,0.882,0.0000414,0.149,0.0527,142.161,audio_features,4c8VzUIySeAHdASD0VWHPo,spotify:track:4c8VzUIySeAHdASD0VWHPo,https://api.spotify.com/v1/tracks/4c8VzUIySeAHdASD0VWHPo,https://api.spotify.com/v1/audio-analysis/4c8VzUIySeAHdASD0VWHPo,272445,4,2018-09-18T14:17:43Z,05zUfCpCWiK4ak7YH5ohmS,Ritt Momney,bedroom pop,https://i.scdn.co/image/ab67616d0000b273410ceed1bcd6163b86ad4f6f,Pollution / Disclaimer
0.422,0.204,9,-16.071,1,0.0318,0.861,0.931,0.105,0.0398,146.612,audio_features,3tgZbnO37GxoZHBxCGw0XM,spotify:track:3tgZbnO37GxoZHBxCGw0XM,https://api.spotify.com/v1/tracks/3tgZbnO37GxoZHBxCGw0XM,https://api.spotify.com/v1/audio-analysis/3tgZbnO37GxoZHBxCGw0XM,248173,4,2018-09-17T01:53:04Z,6mETnED5m2z3EPeZ5Gxk7T,Balmorhea,background music,https://i.scdn.co/image/ab67616d0000b273b45625528981b2fc60db8d5a,Sky Could Undress
0.603,0.736,2,-8.599,1,0.0301,0.104,0.309,0.0987,0.534,117.029,audio_features,4JaC13AC1GVXWvBWNoirE6,spotify:track:4JaC13AC1GVXWvBWNoirE6,https://api.spotify.com/v1/tracks/4JaC13AC1GVXWvBWNoirE6,https://api.spotify.com/v1/audio-analysis/4JaC13AC1GVXWvBWNoirE6,222597,4,2018-09-14T20:37:46Z,1ykZA0umvEDW1VffLQ6pDr,LAUNDER,american shoegaze,https://i.scdn.co/image/ab67616d0000b273fb06aa3fa795d123c67a8d15,Keep You Close
0.53,0.404,5,-8.108,0,0.0913,0.065,0.00000299,0.136,0.583,190.355,audio_features,5mffkEzZTedjDxTGOjkbI4,spotify:track:5mffkEzZTedjDxTGOjkbI4,https://api.spotify.com/v1/tracks/5mffkEzZTedjDxTGOjkbI4,https://api.spotify.com/v1/audio-analysis/5mffkEzZTedjDxTGOjkbI4,190746,4,2018-09-10T22:58:54Z,1galBPNDikIZTMozcyhcfa,Von Sell,vapor soul,https://i.scdn.co/image/ab67616d0000b273e6231ed01a135f7346e88427,Hell No
0.468,0.209,4,-9.162,0,0.111,0.765,0.0102,0.109,0.126,72.033,audio_features,1RkYRNYTyAQqd6BYbU1gjn,spotify:track:1RkYRNYTyAQqd6BYbU1gjn,https://api.spotify.com/v1/tracks/1RkYRNYTyAQqd6BYbU1gjn,https://api.spotify.com/v1/audio-analysis/1RkYRNYTyAQqd6BYbU1gjn,259499,4,2018-09-10T22:50:45Z,2mTUWZ6pmKLMWw8dNrtTeo,Life Is Better Blonde,undefined,https://i.scdn.co/image/ab67616d0000b273b3d2df85aef5cad26144e946,Swim Good
0.512,0.793,1,-4.895,1,0.0288,0.000895,0.00168,0.11,0.209,131.998,audio_features,2Px506IU24qekwZZY7msn1,spotify:track:2Px506IU24qekwZZY7msn1,https://api.spotify.com/v1/tracks/2Px506IU24qekwZZY7msn1,https://api.spotify.com/v1/audio-analysis/2Px506IU24qekwZZY7msn1,219830,4,2018-09-10T22:44:48Z,0vc2kJdgyT1L03A0khltD4,Me Not You,nyc pop,https://i.scdn.co/image/ab67616d0000b2731c9659a33cdde5f1a818e1ca,Everafter
0.639,0.295,0,-8.048,0,0.22,0.506,0.011,0.0674,0.0919,182.001,audio_features,7DARyVnPzHPZGuptewmJ7z,spotify:track:7DARyVnPzHPZGuptewmJ7z,https://api.spotify.com/v1/tracks/7DARyVnPzHPZGuptewmJ7z,https://api.spotify.com/v1/audio-analysis/7DARyVnPzHPZGuptewmJ7z,207603,4,2018-09-10T22:39:14Z,5PAfrRXg5P2gu43ZW58G8W,Hanz,lo-fi beats,https://i.scdn.co/image/ab67616d0000b273829ffc0872da51f213b40af9,Winter
0.448,0.418,0,-12.063,1,0.0302,0.874,0.857,0.684,0.0835,67.015,audio_features,7f50pSASvBKK8aNR4IiSKp,spotify:track:7f50pSASvBKK8aNR4IiSKp,https://api.spotify.com/v1/tracks/7f50pSASvBKK8aNR4IiSKp,https://api.spotify.com/v1/audio-analysis/7f50pSASvBKK8aNR4IiSKp,347960,4,2018-09-07T01:15:41Z,7rRN14zlGaBlArcZ1Vl3RS,The Soul's Release,compositional ambient,https://i.scdn.co/image/ab67616d0000b2738a6e0098d52a8b66987d2713,Catching Fireflies
0.884,0.333,9,-9.753,0,0.0617,0.293,0.0205,0.103,0.587,118.065,audio_features,4cJOLN346rtOty3UPACsao,spotify:track:4cJOLN346rtOty3UPACsao,https://api.spotify.com/v1/tracks/4cJOLN346rtOty3UPACsao,https://api.spotify.com/v1/audio-analysis/4cJOLN346rtOty3UPACsao,209450,4,2018-09-04T15:47:22Z,5L8VJO457GXReKVVfRhzyM,The Marías,bedroom pop,https://i.scdn.co/image/ab67616d0000b273b8cca972978cb4f2f7be74ad,I Don't Know You
0.57,0.528,0,-9.232,1,0.292,0.432,0.00265,0.083,0.525,85.723,audio_features,1xjg5SOQ2Z8TIgxkbBt9yS,spotify:track:1xjg5SOQ2Z8TIgxkbBt9yS,https://api.spotify.com/v1/tracks/1xjg5SOQ2Z8TIgxkbBt9yS,https://api.spotify.com/v1/audio-analysis/1xjg5SOQ2Z8TIgxkbBt9yS,234488,5,2018-09-04T15:33:25Z,5isFeWjpqbo2OeY8wlvs6Q,broox,undefined,https://i.scdn.co/image/ab67616d0000b273b9f95016bb9799a2ba05926d,Someone New (feat. Novels)
0.728,0.644,7,-9.312,1,0.0433,0.191,0.08,0.186,0.818,105.002,audio_features,0LQpT7eAbqcGi5w1r4AqPq,spotify:track:0LQpT7eAbqcGi5w1r4AqPq,https://api.spotify.com/v1/tracks/0LQpT7eAbqcGi5w1r4AqPq,https://api.spotify.com/v1/audio-analysis/0LQpT7eAbqcGi5w1r4AqPq,176535,4,2018-09-04T15:25:40Z,2PvcXZpEXfrDrJnFAzFwfa,Dameer,undefined,https://i.scdn.co/image/ab67616d0000b2738588233c983fd1f482948d09,Easier
0.292,0.321,11,-10.84,1,0.0394,0.945,0.389,0.691,0.0393,75.959,audio_features,2vlMPE98bZyVs1AbcsVVrL,spotify:track:2vlMPE98bZyVs1AbcsVVrL,https://api.spotify.com/v1/tracks/2vlMPE98bZyVs1AbcsVVrL,https://api.spotify.com/v1/audio-analysis/2vlMPE98bZyVs1AbcsVVrL,239658,4,2018-09-04T15:22:56Z,73qVCKLzIhR4VOsejgxvYG,Appleby,alternative r&b,https://i.scdn.co/image/ab67616d0000b2738f55f545daca2d32d0738df1,Young Lost Love
0.445,0.591,7,-9.004,0,0.0316,0.319,0.766,0.107,0.0774,137.864,audio_features,1j56M8iOGH48yuKqj64qGK,spotify:track:1j56M8iOGH48yuKqj64qGK,https://api.spotify.com/v1/tracks/1j56M8iOGH48yuKqj64qGK,https://api.spotify.com/v1/audio-analysis/1j56M8iOGH48yuKqj64qGK,216038,4,2018-09-04T03:45:23Z,6WwtoUvd1fayGM5JZIq4LS,No Vacation,indie garage rock,https://i.scdn.co/image/ab67616d0000b2732982d04e339dd1a5b5e88a6b,Yam Yam
0.471,0.361,11,-10.903,1,0.0281,0.0152,0.000509,0.143,0.0674,87.819,audio_features,3hQKuj4sZ9L4Yn0RC2SIrI,spotify:track:3hQKuj4sZ9L4Yn0RC2SIrI,https://api.spotify.com/v1/tracks/3hQKuj4sZ9L4Yn0RC2SIrI,https://api.spotify.com/v1/audio-analysis/3hQKuj4sZ9L4Yn0RC2SIrI,210503,4,2019-01-12T06:39:26Z,1FsZJRS7r5ed3FAXbnVbDh,Ella Vos,electropop,https://i.scdn.co/image/ab67616d0000b273523b39715723be49bce31e43,Ocean
0.37,0.0772,0,-19.322,1,0.0414,0.642,0.69,0.112,0.0954,119.942,audio_features,010ALbbh5KlQ4fKWgSdhRd,spotify:track:010ALbbh5KlQ4fKWgSdhRd,https://api.spotify.com/v1/tracks/010ALbbh5KlQ4fKWgSdhRd,https://api.spotify.com/v1/audio-analysis/010ALbbh5KlQ4fKWgSdhRd,287893,4,2019-01-11T05:45:32Z,4mhpbf7jYc0L1nBceoebIE,Mazzy Star,alternative rock,https://i.scdn.co/image/d6990463daf627cfdebe81653f45843644663d03,Look On Down From The Bridge
0.552,0.686,2,-10.63,1,0.0268,0.139,0.861,0.138,0.495,79.983,audio_features,34LohAliZ2QKydqVJcFpwV,spotify:track:34LohAliZ2QKydqVJcFpwV,https://api.spotify.com/v1/tracks/34LohAliZ2QKydqVJcFpwV,https://api.spotify.com/v1/audio-analysis/34LohAliZ2QKydqVJcFpwV,146293,4,2019-01-11T05:38:13Z,5azIxtaUJfDBczJd9o6l7p,Beach Fossils,brooklyn indie,https://i.scdn.co/image/ab67616d0000b273930d619f6011fa6099e080e8,Sleep Apnea
0.52,0.549,8,-5.654,1,0.155,0.575,0.000217,0.248,0.658,176.155,audio_features,7gXUTqQC54hCzTOpxNeMoC,spotify:track:7gXUTqQC54hCzTOpxNeMoC,https://api.spotify.com/v1/tracks/7gXUTqQC54hCzTOpxNeMoC,https://api.spotify.com/v1/audio-analysis/7gXUTqQC54hCzTOpxNeMoC,222378,4,2019-01-10T22:21:47Z,1DT04BtmQu66oKoYHx8I26,Manana,undefined,https://i.scdn.co/image/ab67616d0000b2730c827eda0cbb6e5d08ccceeb,Think About You
0.655,0.402,7,-11.716,0,0.0364,0.224,0.178,0.102,0.249,146.09,audio_features,14vRFMX3WlrX2Ff8Ycb3wj,spotify:track:14vRFMX3WlrX2Ff8Ycb3wj,https://api.spotify.com/v1/tracks/14vRFMX3WlrX2Ff8Ycb3wj,https://api.spotify.com/v1/audio-analysis/14vRFMX3WlrX2Ff8Ycb3wj,210411,4,2019-01-08T14:56:33Z,6Wf4mWia3ewGg48BgNmZB5,Joshual,undefined,https://i.scdn.co/image/da7e63cb2e7fe8a9b26d5c072c69790418786d1f,Devil Gaze
0.48,0.488,4,-11.103,1,0.0245,0.099,0.0879,0.102,0.275,90.349,audio_features,0iVeiawTYk6uLbIBW8PgtN,spotify:track:0iVeiawTYk6uLbIBW8PgtN,https://api.spotify.com/v1/tracks/0iVeiawTYk6uLbIBW8PgtN,https://api.spotify.com/v1/audio-analysis/0iVeiawTYk6uLbIBW8PgtN,225767,4,2019-01-08T14:09:45Z,4jdxUJqejQzEg2j9JWAK98,Cigarettes After Sex,dream pop,https://i.scdn.co/image/ab67616d0000b2732e0412a32f9e829ef090a193,Neon Moon
0.406,0.279,3,-13.747,1,0.038,0.627,0.00000284,0.239,0.38,132.738,audio_features,3UEmpuOogjSg6N5EUXtK69,spotify:track:3UEmpuOogjSg6N5EUXtK69,https://api.spotify.com/v1/tracks/3UEmpuOogjSg6N5EUXtK69,https://api.spotify.com/v1/audio-analysis/3UEmpuOogjSg6N5EUXtK69,203421,4,2019-01-06T17:06:02Z,4928Q5jd10hOb4B5TAhCVi,Ocean Heights,indie r&b,https://i.scdn.co/image/ab67616d0000b2732bdfb58fa2445fc2837ceb30,Out the Way
0.559,0.581,0,-9.914,1,0.0353,0.535,0.122,0.643,0.435,140.004,audio_features,0GoxeystMVoXRt7We3JzUB,spotify:track:0GoxeystMVoXRt7We3JzUB,https://api.spotify.com/v1/tracks/0GoxeystMVoXRt7We3JzUB,https://api.spotify.com/v1/audio-analysis/0GoxeystMVoXRt7We3JzUB,260000,4,2019-01-06T15:22:24Z,7ABVtt3pNmwuuPj5VeYRZY,Nolan Garrett,undefined,https://i.scdn.co/image/ab67616d0000b2734cd6ad5d785791e8c1aa73b7,No Secrets
0.65,0.451,5,-12.899,0,0.037,0.186,0.827,0.134,0.704,82.739,audio_features,0Zk9YXbgMr1JJ82LTxni1M,spotify:track:0Zk9YXbgMr1JJ82LTxni1M,https://api.spotify.com/v1/tracks/0Zk9YXbgMr1JJ82LTxni1M,https://api.spotify.com/v1/audio-analysis/0Zk9YXbgMr1JJ82LTxni1M,224221,4,2019-01-03T09:54:40Z,1I67y9rOe3G6jZSlZrSO8Y,boerd,ambient techno,https://i.scdn.co/image/ab67616d0000b273105f5bb98083709e2d04bd82,Blind - Radio Edit
