danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,added_at,albumid,artists,genre,imagehref,trackName
0.832,0.277,5,-11.913,0,0.0818,0.783,0.0000101,0.11,0.403,119.022,audio_features,0Z6C5k5tqZyuHX1W71X3Hi,spotify:track:0Z6C5k5tqZyuHX1W71X3Hi,https://api.spotify.com/v1/tracks/0Z6C5k5tqZyuHX1W71X3Hi,https://api.spotify.com/v1/audio-analysis/0Z6C5k5tqZyuHX1W71X3Hi,220927,4,2019-01-03T09:54:08Z,0fDVMmftkKhmZKSGoPneUU,Jackson Lundy,bedroom soul,https://i.scdn.co/image/ab67616d0000b273b8f9d1499b4f8a77d8f681fe,Nightfall
0.701,0.306,6,-14.713,1,0.0305,0.92,0.00253,0.112,0.227,104.978,audio_features,4KMJ90M6jN59qWc7z01oTm,spotify:track:4KMJ90M6jN59qWc7z01oTm,https://api.spotify.com/v1/tracks/4KMJ90M6jN59qWc7z01oTm,https://api.spotify.com/v1/audio-analysis/4KMJ90M6jN59qWc7z01oTm,221336,4,2019-01-03T01:15:53Z,223h7PA3zvXJvDsRyfVwib,Dekleyn,indie electropop,https://i.scdn.co/image/ab67616d0000b273287212fc1890a9abd99d1db9,Ghost
0.755,0.652,11,-5.199,0,0.0475,0.0531,0.00000671,0.112,0.373,110.92,audio_features,6oIYd6vD1ltVHzUtLOkzDe,spotify:track:6oIYd6vD1ltVHzUtLOkzDe,https://api.spotify.com/v1/tracks/6oIYd6vD1ltVHzUtLOkzDe,https://api.spotify.com/v1/audio-analysis/6oIYd6vD1ltVHzUtLOkzDe,228104,4,2019-01-01T16:48:02Z,6ikDHT3d3JID7heOAr7d5q,Landon Austin,channel pop,https://i.scdn.co/image/ab67616d0000b273cd3ac7cdeda1154348180278,All My Love
0.481,0.402,2,-11.699,0,0.0315,0.64,0.0105,0.11,0.489,135.971,audio_features,3xvCfVbdStp3ll1ecHk5VA,spotify:track:3xvCfVbdStp3ll1ecHk5VA,https://api.spotify.com/v1/tracks/3xvCfVbdStp3ll1ecHk5VA,https://api.spotify.com/v1/audio-analysis/3xvCfVbdStp3ll1ecHk5VA,248625,4,2018-12-28T09:51:33Z,6QOWSiln4qkEt6LEH52wP1,Norbert Lukacs,undefined,https://i.scdn.co/image/ab67616d0000b27351831cefbb73ecd7ccf60276,Garden
0.463,0.423,7,-13.842,0,0.148,0.823,0.134,0.122,0.375,125.976,audio_features,1sS3XBafasfnwWaOb8moBu,spotify:track:1sS3XBafasfnwWaOb8moBu,https://api.spotify.com/v1/tracks/1sS3XBafasfnwWaOb8moBu,https://api.spotify.com/v1/audio-analysis/1sS3XBafasfnwWaOb8moBu,237143,4,2018-12-25T13:13:21Z,7lxFRl5zgmGTwm0RKgw7wz,Don't Kill The Beast,undefined,https://i.scdn.co/image/ab67616d0000b273d4af81280a50447178145036,Spooky Self - Audio Dope Remix
0.418,0.449,6,-9.113,1,0.059,0.483,0.000349,0.306,0.107,127.169,audio_features,0Fs1UGXmuYfneTGV4BysHG,spotify:track:0Fs1UGXmuYfneTGV4BysHG,https://api.spotify.com/v1/tracks/0Fs1UGXmuYfneTGV4BysHG,https://api.spotify.com/v1/audio-analysis/0Fs1UGXmuYfneTGV4BysHG,293499,4,2018-12-25T13:06:02Z,5r7LhXOwH9fn6aWT3rbMKu,Angelo Mota,new jersey rap,https://i.scdn.co/image/ab67616d0000b273ea5991904d3b0a12c6d1e827,Madonna
0.451,0.272,9,-9.787,0,0.043,0.66,0.0000217,0.106,0.134,124.92,audio_features,57gH2c3ZJJTUkWLsbAAd74,spotify:track:57gH2c3ZJJTUkWLsbAAd74,https://api.spotify.com/v1/tracks/57gH2c3ZJJTUkWLsbAAd74,https://api.spotify.com/v1/audio-analysis/57gH2c3ZJJTUkWLsbAAd74,210359,1,2018-12-25T04:50:41Z,1Asl7NFY26zExrIkF9RoFQ,WENS,indie electropop,https://i.scdn.co/image/ab67616d0000b273f908e8274f2c02d1bfff5e0c,Call
0.828,0.407,2,-4.983,0,0.0455,0.456,0.000713,0.0771,0.559,78.046,audio_features,12ZC7GrMQNo6xXJdN89d8P,spotify:track:12ZC7GrMQNo6xXJdN89d8P,https://api.spotify.com/v1/tracks/12ZC7GrMQNo6xXJdN89d8P,https://api.spotify.com/v1/audio-analysis/12ZC7GrMQNo6xXJdN89d8P,190769,4,2018-12-25T04:50:32Z,5XbxaUEQQ7jTJ5zBa19pjY,Bearson,norwegian pop,https://i.scdn.co/image/ab67616d0000b273a220df0e26502d9c8a38f0bf,It's Not This
0.659,0.435,5,-9.788,1,0.0571,0.632,0.0694,0.0882,0.251,107.988,audio_features,0hQAAVXvQjoH7W5PgLUTEJ,spotify:track:0hQAAVXvQjoH7W5PgLUTEJ,https://api.spotify.com/v1/tracks/0hQAAVXvQjoH7W5PgLUTEJ,https://api.spotify.com/v1/audio-analysis/0hQAAVXvQjoH7W5PgLUTEJ,223053,4,2018-12-25T04:50:19Z,5ebDJTZ1BBNbz7PsuBlG2j,Allday,australian hip hop,https://i.scdn.co/image/ab67616d0000b273c96449e905c75faa5579f7c3,In Motion
0.72,0.442,11,-9.393,0,0.203,0.14,0.00131,0.15,0.452,78.002,audio_features,2pfAAlYvbv48JMgtOC8yNE,spotify:track:2pfAAlYvbv48JMgtOC8yNE,https://api.spotify.com/v1/tracks/2pfAAlYvbv48JMgtOC8yNE,https://api.spotify.com/v1/audio-analysis/2pfAAlYvbv48JMgtOC8yNE,175256,4,2018-12-24T10:23:23Z,5FLPXrvjLyPYPjOQbPOOku,Emerson Leif,australian alternative pop,https://i.scdn.co/image/ab67616d0000b27327c3c490b5a359e503b265cc,Twenty2
0.718,0.249,11,-10.67,1,0.032,0.751,0.00000855,0.102,0.0878,103.053,audio_features,5cjeIw5nHZJ454NWHq6E62,spotify:track:5cjeIw5nHZJ454NWHq6E62,https://api.spotify.com/v1/tracks/5cjeIw5nHZJ454NWHq6E62,https://api.spotify.com/v1/audio-analysis/5cjeIw5nHZJ454NWHq6E62,167449,4,2018-12-24T10:23:18Z,3mr7smjp8f452jctXIezWj,Harrison Brome,canadian contemporary r&b,https://i.scdn.co/image/ab67616d0000b27379a3a817d05d276aad176a26,Father Figure
0.718,0.552,11,-7.236,0,0.0356,0.244,0.000236,0.48,0.486,120.037,audio_features,1mHGGGuVtn1Qnz0FManZaC,spotify:track:1mHGGGuVtn1Qnz0FManZaC,https://api.spotify.com/v1/tracks/1mHGGGuVtn1Qnz0FManZaC,https://api.spotify.com/v1/audio-analysis/1mHGGGuVtn1Qnz0FManZaC,219958,4,2018-12-23T15:51:32Z,46GF7pMU7Bz85OZtjBY4OW,Donna Missal,la pop,https://i.scdn.co/image/ab67616d0000b273df9bdb4fe51d73da70142659,Driving
0.639,0.531,4,-5.531,1,0.0277,0.282,0.00000145,0.111,0.318,112.926,audio_features,7tsHqxfepei1AdLjy93XIv,spotify:track:7tsHqxfepei1AdLjy93XIv,https://api.spotify.com/v1/tracks/7tsHqxfepei1AdLjy93XIv,https://api.spotify.com/v1/audio-analysis/7tsHqxfepei1AdLjy93XIv,178457,4,2018-12-23T11:23:41Z,6Qdb2YYRKzhKooyDC6lBLC,Chloe Lilac,bedroom pop,https://i.scdn.co/image/ab67616d0000b27377972ea07f641dbd548f4cde,Summer
0.64,0.489,4,-8.877,0,0.0343,0.366,0.0000461,0.111,0.251,88.024,audio_features,0LoOfI7I75KPIFxWK81wZE,spotify:track:0LoOfI7I75KPIFxWK81wZE,https://api.spotify.com/v1/tracks/0LoOfI7I75KPIFxWK81wZE,https://api.spotify.com/v1/audio-analysis/0LoOfI7I75KPIFxWK81wZE,206834,4,2018-12-23T11:17:14Z,2zNXedKgpk8BZxuYZMUuTs,Le Voyageur,nyc pop,https://i.scdn.co/image/ab67616d0000b27324008422315688ecc9547475,Lose Control
0.608,0.406,9,-10.174,0,0.0305,0.0933,0.48,0.0752,0.312,139.901,audio_features,1ulA9EYFYNKePWslyb8evj,spotify:track:1ulA9EYFYNKePWslyb8evj,https://api.spotify.com/v1/tracks/1ulA9EYFYNKePWslyb8evj,https://api.spotify.com/v1/audio-analysis/1ulA9EYFYNKePWslyb8evj,203667,4,2018-12-19T06:32:30Z,3UkBHiPMLHStrZxtpA3EzF,Zola Blood,chamber pop,https://i.scdn.co/image/ab67616d0000b273c340cfb061cfe3503eafcf3e,Islands
0.419,0.366,9,-9.134,1,0.0313,0.893,0.000075,0.117,0.289,110.064,audio_features,2OmrIAxMUJnnps9pimABpA,spotify:track:2OmrIAxMUJnnps9pimABpA,https://api.spotify.com/v1/tracks/2OmrIAxMUJnnps9pimABpA,https://api.spotify.com/v1/audio-analysis/2OmrIAxMUJnnps9pimABpA,197000,4,2018-12-17T14:15:35Z,6noFZcTpzxfoI9nTqFc2W7,Will Killen,leeds indie,https://i.scdn.co/image/ab67616d0000b27336e12d1bdcd9f99fc87be82e,Write You Out
0.436,0.661,0,-6.034,1,0.0353,0.247,0.0000177,0.105,0.149,168.043,audio_features,4akuE3uBD4t5HTXaAEm88t,spotify:track:4akuE3uBD4t5HTXaAEm88t,https://api.spotify.com/v1/tracks/4akuE3uBD4t5HTXaAEm88t,https://api.spotify.com/v1/audio-analysis/4akuE3uBD4t5HTXaAEm88t,230680,4,2018-12-14T04:51:37Z,3dxbBloSBjw2C9uiVKm5tD,Talos,chamber pop,https://i.scdn.co/image/ab67616d0000b2736a6f877f880f9f493ca26cae,See Me
0.672,0.233,9,-15.456,0,0.0335,0.841,0.00776,0.0584,0.587,81.981,audio_features,6awm4ekiZqDIK324AyWIyi,spotify:track:6awm4ekiZqDIK324AyWIyi,https://api.spotify.com/v1/tracks/6awm4ekiZqDIK324AyWIyi,https://api.spotify.com/v1/audio-analysis/6awm4ekiZqDIK324AyWIyi,231220,4,2018-12-12T18:47:28Z,3LbFjmnHMfRwr8HhZS8HWF,Brahny,canadian hip hop,https://i.scdn.co/image/ab67616d0000b273770e57cf1e680f6cb42ded38,Pride
0.656,0.466,10,-6.146,0,0.0721,0.293,0,0.0813,0.259,61.074,audio_features,6LNGKR56EwQvbMzLhGXB0z,spotify:track:6LNGKR56EwQvbMzLhGXB0z,https://api.spotify.com/v1/tracks/6LNGKR56EwQvbMzLhGXB0z,https://api.spotify.com/v1/audio-analysis/6LNGKR56EwQvbMzLhGXB0z,192557,4,2018-12-12T18:43:23Z,2E9R9i5HuapbmktmwRZqlI,Ella Vos,electropop,https://i.scdn.co/image/ab67616d0000b273c6b05716ec5333f3cd3fa693,Cast Away
0.558,0.603,11,-5.848,0,0.0375,0.455,0,0.232,0.258,105.514,audio_features,3ug5laEEsn70WjHM52tn9m,spotify:track:3ug5laEEsn70WjHM52tn9m,https://api.spotify.com/v1/tracks/3ug5laEEsn70WjHM52tn9m,https://api.spotify.com/v1/audio-analysis/3ug5laEEsn70WjHM52tn9m,258988,4,2018-12-12T18:40:04Z,1yC38oUVFvgT4WscDMogQZ,Leisure Suite,undefined,https://i.scdn.co/image/ab67616d0000b273c6fe6d19807135ad871747a3,Closer
0.575,0.387,7,-10.947,1,0.0378,0.865,0.0218,0.139,0.371,147.965,audio_features,1mFgumXcstRy7POk0laX8g,spotify:track:1mFgumXcstRy7POk0laX8g,https://api.spotify.com/v1/tracks/1mFgumXcstRy7POk0laX8g,https://api.spotify.com/v1/audio-analysis/1mFgumXcstRy7POk0laX8g,299000,4,2018-12-12T18:02:07Z,2y8IAk3XSngaPKF9UlE974,Air Hockey,nz pop,https://i.scdn.co/image/ab67616d0000b273ba76fdd780d2a69a2f270d28,Better
0.644,0.283,1,-10.675,0,0.054,0.083,0.311,0.111,0.378,110.016,audio_features,717Z0BZ82EEcwpLvFB0NBl,spotify:track:717Z0BZ82EEcwpLvFB0NBl,https://api.spotify.com/v1/tracks/717Z0BZ82EEcwpLvFB0NBl,https://api.spotify.com/v1/audio-analysis/717Z0BZ82EEcwpLvFB0NBl,218182,4,2018-12-09T21:18:51Z,2TJiLJtLIRvTVS3pH2bYpd,Tim Atlas,vapor soul,https://i.scdn.co/image/ab67616d0000b2736ce41bc542b2979a7346d5b7,Color World
0.686,0.352,0,-10.087,0,0.0281,0.149,0.0000101,0.102,0.596,139.901,audio_features,0cZ3Tqh43UScUU6IHERWIx,spotify:track:0cZ3Tqh43UScUU6IHERWIx,https://api.spotify.com/v1/tracks/0cZ3Tqh43UScUU6IHERWIx,https://api.spotify.com/v1/audio-analysis/0cZ3Tqh43UScUU6IHERWIx,196469,4,2018-12-08T19:12:35Z,3vdjHzF84G2CHGBjxjUUe3,Stanley,undefined,https://i.scdn.co/image/ab67616d0000b273b09e5c29a3984d6a72f072b0,With Any Luck
0.762,0.144,7,-16.849,0,0.0725,0.307,0.012,0.158,0.415,84.016,audio_features,1sHpaEeDuENCi4WUoCZBav,spotify:track:1sHpaEeDuENCi4WUoCZBav,https://api.spotify.com/v1/tracks/1sHpaEeDuENCi4WUoCZBav,https://api.spotify.com/v1/audio-analysis/1sHpaEeDuENCi4WUoCZBav,188800,4,2018-11-27T17:56:32Z,36X2IbfNV2X1inS4pDFy0U,Muna Ileiwat,undefined,https://i.scdn.co/image/ab67616d0000b2737ec5b4a078595d3d211c9d05,Baby
0.539,0.535,1,-9.717,1,0.0319,0.42,0.632,0.263,0.352,78.885,audio_features,79OHuiNbjDmlz3xjYMNcaA,spotify:track:79OHuiNbjDmlz3xjYMNcaA,https://api.spotify.com/v1/tracks/79OHuiNbjDmlz3xjYMNcaA,https://api.spotify.com/v1/audio-analysis/79OHuiNbjDmlz3xjYMNcaA,181678,4,2018-11-22T13:52:15Z,3knCWP4DuSrnn76BAm97g1,Vansire,bedroom pop,https://i.scdn.co/image/ab67616d0000b273a52775eadc1f3ef91902f371,Nice to See You
0.516,0.465,6,-10.959,0,0.343,0.285,0.000368,0.113,0.244,106.569,audio_features,1JZKpyxHbW3u2EeptwGaXK,spotify:track:1JZKpyxHbW3u2EeptwGaXK,https://api.spotify.com/v1/tracks/1JZKpyxHbW3u2EeptwGaXK,https://api.spotify.com/v1/audio-analysis/1JZKpyxHbW3u2EeptwGaXK,215074,4,2018-10-25T02:28:34Z,3uyda8V1i8CpBdiHcL13mF,Petit Biscuit,new french touch,https://i.scdn.co/image/ab67616d0000b273dabcec8d66678b39ee0e6424,Problems - JEFFE Cover
0.555,0.345,9,-13.748,0,0.0551,0.975,0.216,0.089,0.0467,142.188,audio_features,4ItxcCCh0XVEJYnjqsy9fV,spotify:track:4ItxcCCh0XVEJYnjqsy9fV,https://api.spotify.com/v1/tracks/4ItxcCCh0XVEJYnjqsy9fV,https://api.spotify.com/v1/audio-analysis/4ItxcCCh0XVEJYnjqsy9fV,227630,4,2018-10-25T02:11:26Z,4zfXlztMrNUNwpnSh4CFFu,Tim Maiden,undefined,https://i.scdn.co/image/ab67616d0000b273b487907b7488d959869379cc,The Other Side
0.68,0.669,0,-7.545,1,0.105,0.429,0.298,0.0723,0.164,99.988,audio_features,3CoUdNHfS8KzEpwFluUcNq,spotify:track:3CoUdNHfS8KzEpwFluUcNq,https://api.spotify.com/v1/tracks/3CoUdNHfS8KzEpwFluUcNq,https://api.spotify.com/v1/audio-analysis/3CoUdNHfS8KzEpwFluUcNq,255000,4,2018-10-23T23:24:02Z,6OHNVTfj0H0Ji5s0FQmAru,MACKandgold,pop house,https://i.scdn.co/image/ab67616d0000b273872859b24d3b39f94cb1349d,Underprivileged Pleasure
0.739,0.419,3,-8.241,0,0.0854,0.219,0,0.196,0.58,60.493,audio_features,0K9oqDmJBgSFjXU1bUY9Fk,spotify:track:0K9oqDmJBgSFjXU1bUY9Fk,https://api.spotify.com/v1/tracks/0K9oqDmJBgSFjXU1bUY9Fk,https://api.spotify.com/v1/audio-analysis/0K9oqDmJBgSFjXU1bUY9Fk,304760,4,2018-10-21T17:41:37Z,623Ef2ZEB3Njklix4PC0Rs,Frank Ocean,alternative r&b,https://i.scdn.co/image/274280f8c875eadbd0c08bf6bf48bf41803c055e,Super Rich Kids
0.673,0.753,4,-4.877,0,0.0858,0.697,0.0000821,0.173,0.708,96.031,audio_features,3eDH2cJuiZPibbBzkoF1Cw,spotify:track:3eDH2cJuiZPibbBzkoF1Cw,https://api.spotify.com/v1/tracks/3eDH2cJuiZPibbBzkoF1Cw,https://api.spotify.com/v1/audio-analysis/3eDH2cJuiZPibbBzkoF1Cw,196653,4,2018-10-13T19:21:13Z,4dJ4cJBhffQiZ8XkJ4Decg,Carter Ace,undefined,https://i.scdn.co/image/ab67616d0000b27324aad811e7bd7ce75a64ca60,I Think I'm Normal
0.671,0.47,9,-9.982,0,0.0304,0.102,0.13,0.0917,0.537,120.001,audio_features,1r3GqYRcrsC9XDGSZOGdGd,spotify:track:1r3GqYRcrsC9XDGSZOGdGd,https://api.spotify.com/v1/tracks/1r3GqYRcrsC9XDGSZOGdGd,https://api.spotify.com/v1/audio-analysis/1r3GqYRcrsC9XDGSZOGdGd,277388,4,2018-10-12T22:03:04Z,65MN1AyrEV3FM84rhJqznf,Barbarossa,undefined,https://i.scdn.co/image/ab67616d0000b2735660d4d876084d54060e5521,Thickening Air
0.431,0.334,1,-9.88,1,0.0319,0.651,0.0184,0.147,0.0449,94.492,audio_features,1tvJf62LAwhnx8cInsfRZM,spotify:track:1tvJf62LAwhnx8cInsfRZM,https://api.spotify.com/v1/tracks/1tvJf62LAwhnx8cInsfRZM,https://api.spotify.com/v1/audio-analysis/1tvJf62LAwhnx8cInsfRZM,249429,4,2018-10-12T03:42:15Z,44iiqbr3rC9eWWRk4T0PEb,Lilla Vargen,indie anthem-folk,https://i.scdn.co/image/ab67616d0000b27367e48dc7b0f284e86b788a7a,Downtown
0.258,0.382,3,-10.62,1,0.0367,0.828,0.00125,0.137,0.263,73.611,audio_features,0OjosFJrK4sNoLe9oURL36,spotify:track:0OjosFJrK4sNoLe9oURL36,https://api.spotify.com/v1/tracks/0OjosFJrK4sNoLe9oURL36,https://api.spotify.com/v1/audio-analysis/0OjosFJrK4sNoLe9oURL36,212550,4,2018-10-11T15:47:42Z,7awgq3vvlsIeA7dZduR9x4,Perfume Genius,art pop,https://i.scdn.co/image/ab67616d0000b273365c2055a7f3c4f741a20679,Die 4 You
0.655,0.322,5,-11.984,0,0.0384,0.81,0.0428,0.1,0.232,83.967,audio_features,4bSr1hSKGJzglijKfIrcvo,spotify:track:4bSr1hSKGJzglijKfIrcvo,https://api.spotify.com/v1/tracks/4bSr1hSKGJzglijKfIrcvo,https://api.spotify.com/v1/audio-analysis/4bSr1hSKGJzglijKfIrcvo,211693,4,2018-10-11T14:57:14Z,6yoGOJsTjU7w2amKcUUX7S,Rhye,downtempo,https://i.scdn.co/image/f4bea022718779cc066267cf7d7950a8b72a4401,Waste
0.607,0.347,2,-10.014,0,0.0273,0.358,0.000684,0.0805,0.427,136.977,audio_features,1NiAtzcJVY9qkWucgBRSWw,spotify:track:1NiAtzcJVY9qkWucgBRSWw,https://api.spotify.com/v1/tracks/1NiAtzcJVY9qkWucgBRSWw,https://api.spotify.com/v1/audio-analysis/1NiAtzcJVY9qkWucgBRSWw,213016,4,2018-10-11T14:50:58Z,1vd9GznpZEjVaVQsmjRx2d,Gus Dapperton,indie garage rock,https://i.scdn.co/image/ab67616d0000b2730378e2ea03df92aeca28a2e3,The Fool
0.503,0.581,6,-7.007,1,0.0881,0.21,0.000708,0.257,0.633,94.555,audio_features,7AWZvcyaSBxRzaBJcHf9XL,spotify:track:7AWZvcyaSBxRzaBJcHf9XL,https://api.spotify.com/v1/tracks/7AWZvcyaSBxRzaBJcHf9XL,https://api.spotify.com/v1/audio-analysis/7AWZvcyaSBxRzaBJcHf9XL,233601,4,2018-10-04T12:48:31Z,0AdK42Y4zgz2SmtlgKWNwv,HONNE,uk pop,https://i.scdn.co/image/ab67616d0000b2735d633b44206b137791c900ae,Day 1 ◑
0.602,0.218,8,-16.689,1,0.0589,0.686,0.00000189,0.134,0.324,59.909,audio_features,6UPzKyCXlsMplauF1DbMqn,spotify:track:6UPzKyCXlsMplauF1DbMqn,https://api.spotify.com/v1/tracks/6UPzKyCXlsMplauF1DbMqn,https://api.spotify.com/v1/audio-analysis/6UPzKyCXlsMplauF1DbMqn,224000,4,2018-10-03T18:34:04Z,1GbF34IRq3qJ6rgV4MbxqX,Eryn Martin,undefined,https://i.scdn.co/image/ab67616d0000b273148b8e6bf020b6c572793845,Trip
0.673,0.525,1,-9.214,0,0.0891,0.623,0.279,0.151,0.559,174.053,audio_features,5C3NIXwGcCB6syO3ddZHJr,spotify:track:5C3NIXwGcCB6syO3ddZHJr,https://api.spotify.com/v1/tracks/5C3NIXwGcCB6syO3ddZHJr,https://api.spotify.com/v1/audio-analysis/5C3NIXwGcCB6syO3ddZHJr,281417,4,2018-10-03T18:26:18Z,7pDaXxuvucbuat1yl5ruYu,Shoffy,alternative r&b,https://i.scdn.co/image/ab67616d0000b273dc32f791045d06c0299554d8,This Land Is Ours
0.762,0.394,11,-8.734,1,0.042,0.595,0.00677,0.158,0.379,87.95,audio_features,3ijo1UGnywzuH1YIqnSdo3,spotify:track:3ijo1UGnywzuH1YIqnSdo3,https://api.spotify.com/v1/tracks/3ijo1UGnywzuH1YIqnSdo3,https://api.spotify.com/v1/audio-analysis/3ijo1UGnywzuH1YIqnSdo3,264787,4,2018-10-03T18:17:34Z,7uXcOSQ34XCO5dRumSnjSB,Matt DiMona,undefined,https://i.scdn.co/image/ab67616d0000b273fe4ab0f84ca541e7a871066b,Old School Turntables
0.706,0.562,1,-8.028,0,0.0509,0.199,0.000828,0.288,0.211,80.004,audio_features,3DYHw71c02tmG0v3nS74zx,spotify:track:3DYHw71c02tmG0v3nS74zx,https://api.spotify.com/v1/tracks/3DYHw71c02tmG0v3nS74zx,https://api.spotify.com/v1/audio-analysis/3DYHw71c02tmG0v3nS74zx,270187,4,2018-10-03T04:51:36Z,7pZLI3zfM9rV6XjcnBrm4W,Haulm,brooklyn indie,https://i.scdn.co/image/ab67616d0000b273046ea105cfb30bf18d00cfde,Settle
0.615,0.696,7,-7.089,0,0.0855,0.317,0.166,0.395,0.159,167.963,audio_features,59lhUxuXOlL5rlErd1m5o5,spotify:track:59lhUxuXOlL5rlErd1m5o5,https://api.spotify.com/v1/tracks/59lhUxuXOlL5rlErd1m5o5,https://api.spotify.com/v1/audio-analysis/59lhUxuXOlL5rlErd1m5o5,188573,4,2018-10-02T15:48:36Z,1taBRVtn53UMOmxAMseFrt,Yoke Lore,electropop,https://i.scdn.co/image/eb7ec233a2a71da44265eabb56e4d3a46140de54,Beige - Shy Girls Remix
0.462,0.431,9,-8.178,0,0.0443,0.554,0.00000165,0.0694,0.391,60.443,audio_features,7kgYFXWRmgCH3NxxT6rWR4,spotify:track:7kgYFXWRmgCH3NxxT6rWR4,https://api.spotify.com/v1/tracks/7kgYFXWRmgCH3NxxT6rWR4,https://api.spotify.com/v1/audio-analysis/7kgYFXWRmgCH3NxxT6rWR4,257499,4,2018-10-02T15:40:35Z,0qkr12DZ9C4QJPXqE8dO7b,Lion Sphere,german indie,https://i.scdn.co/image/ab67616d0000b27337e76f70df06a95fd30a99c7,State Of Mind
0.425,0.718,2,-6.52,1,0.0332,0.0142,0.0444,0.0671,0.367,95.032,audio_features,5hV70qJbW6dEaKRfu8aUDu,spotify:track:5hV70qJbW6dEaKRfu8aUDu,https://api.spotify.com/v1/tracks/5hV70qJbW6dEaKRfu8aUDu,https://api.spotify.com/v1/audio-analysis/5hV70qJbW6dEaKRfu8aUDu,362006,4,2018-10-02T15:26:02Z,3k7a83p7cccEKIUgKtUs60,Dreams We've Had,minneapolis indie,https://i.scdn.co/image/ab67616d0000b273822350b3f1401757bdb7af56,Sleep Forever
0.523,0.207,8,-19.842,0,0.0324,0.936,0.818,0.0878,0.163,135.19,audio_features,2694SnpzgR0aOGo6BjpO38,spotify:track:2694SnpzgR0aOGo6BjpO38,https://api.spotify.com/v1/tracks/2694SnpzgR0aOGo6BjpO38,https://api.spotify.com/v1/audio-analysis/2694SnpzgR0aOGo6BjpO38,229968,4,2018-10-02T15:15:57Z,7G6a9ULH0ou2ltrN0Mo4v2,Oliver Tank,shimmer pop,https://i.scdn.co/image/df47d6f2339784ac28d414f18628280472398f8e,Make Believe
0.565,0.534,7,-9.182,0,0.0674,0.574,0.00124,0.149,0.569,87.984,audio_features,2zYT0EOXwRWdqwpTxCy1T2,spotify:track:2zYT0EOXwRWdqwpTxCy1T2,https://api.spotify.com/v1/tracks/2zYT0EOXwRWdqwpTxCy1T2,https://api.spotify.com/v1/audio-analysis/2zYT0EOXwRWdqwpTxCy1T2,172000,4,2018-10-02T12:34:31Z,73L4zdoMzYXxa3KTmNXzJq,Blue Americans,belfast indie,https://i.scdn.co/image/ab67616d0000b273922eb1956b407fef8716764b,Piggy
0.406,0.53,2,-9.556,1,0.045,0.739,0.0161,0.108,0.0701,122.773,audio_features,6PmsHVre2N9yOjDge00r9c,spotify:track:6PmsHVre2N9yOjDge00r9c,https://api.spotify.com/v1/tracks/6PmsHVre2N9yOjDge00r9c,https://api.spotify.com/v1/audio-analysis/6PmsHVre2N9yOjDge00r9c,251279,4,2018-10-01T02:54:34Z,0NJRlSmi5q6ekPkm77OCgj,Golden Vessel,aussietronica,https://i.scdn.co/image/ab67616d0000b273584cd9e9e10eb9ae33b5d7b6,Hesitate
0.408,0.372,2,-6.129,1,0.0323,0.118,0.0017,0.109,0.198,109.893,audio_features,7oYYxfZK05FylXgcs5Zkbz,spotify:track:7oYYxfZK05FylXgcs5Zkbz,https://api.spotify.com/v1/tracks/7oYYxfZK05FylXgcs5Zkbz,https://api.spotify.com/v1/audio-analysis/7oYYxfZK05FylXgcs5Zkbz,180818,3,2018-09-30T20:35:11Z,0xYWApMXgEXdCLBtWk5ZBj,Steve Benjamins,undefined,https://i.scdn.co/image/ab67616d0000b273b038f104f687e8f2e6d53ebc,Purification Ritual
0.638,0.671,7,-6.946,1,0.0385,0.00415,0.87,0.147,0.342,150.004,audio_features,4O6ddHRD2C1ftBCR9y8YjP,spotify:track:4O6ddHRD2C1ftBCR9y8YjP,https://api.spotify.com/v1/tracks/4O6ddHRD2C1ftBCR9y8YjP,https://api.spotify.com/v1/audio-analysis/4O6ddHRD2C1ftBCR9y8YjP,230373,4,2018-09-30T18:40:54Z,69t8mDzxL62Z0aZwyuWp3D,White Arrows,la indie,https://i.scdn.co/image/ab67616d0000b2736b58f802b796bd6f01f5bdf3,Heart Beat
0.529,0.464,1,-11.929,0,0.0377,0.707,0.000272,0.359,0.112,81.623,audio_features,2qPNTqSytTPdUbKtCogUR9,spotify:track:2qPNTqSytTPdUbKtCogUR9,https://api.spotify.com/v1/tracks/2qPNTqSytTPdUbKtCogUR9,https://api.spotify.com/v1/audio-analysis/2qPNTqSytTPdUbKtCogUR9,164500,4,2018-09-30T17:11:06Z,4d8f8NwqhDcE78gVzuPuv9,Osquello,undefined,https://i.scdn.co/image/ab67616d0000b273f336f80ff6474215b978aecb,Simulated Void
0.319,0.257,2,-11.984,1,0.0342,0.948,0.0239,0.144,0.229,141.882,audio_features,47Muud0OYLe0a5B2LiE6nR,spotify:track:47Muud0OYLe0a5B2LiE6nR,https://api.spotify.com/v1/tracks/47Muud0OYLe0a5B2LiE6nR,https://api.spotify.com/v1/audio-analysis/47Muud0OYLe0a5B2LiE6nR,214680,4,2018-09-29T17:00:52Z,66VEN2zYHfOvggPZPZlyUB,Rostam,art pop,https://i.scdn.co/image/ab67616d0000b2730b32fb6e74aeafd052690c67,Half-Light (feat. Kelly Zutrau) - Instupendo Remix
